0,4,10,40,1000,0.65,0.4744245524296675
0,4,10,40,1000,0.675,0.6428571428571428
0,4,10,40,1000,0.475,0.5426065162907268
0,4,10,40,1000,0.475,0.5
0,4,10,40,1000,0.4,0.5208333333333334
0,4,10,40,1000,0.625,0.5858585858585859
0,4,10,40,1000,0.5,0.7
0,4,10,40,1000,0.825,0.51994301994302
0,4,10,40,1000,0.575,0.662907268170426
0,4,10,40,1000,0.675,0.6363636363636364
0,4,20,40,1000,0.55,0.6649616368286444
0,4,20,40,1000,0.55,0.6649616368286444
0,4,20,40,1000,0.475,0.5426065162907268
0,4,20,40,1000,0.625,0.6541353383458646
0,4,20,40,1000,0.55,0.6355498721227621
0,4,20,40,1000,0.475,0.5426065162907268
0,4,20,40,1000,0.55,0.6432225063938619
0,4,20,40,1000,0.475,0.5426065162907268
0,4,20,40,1000,0.625,0.6779448621553885
0,4,20,40,1000,0.575,0.5037593984962406
0,4,30,40,1000,0.525,0.5358056265984654
0,4,30,40,1000,0.8,0.6303258145363408
0,4,30,40,1000,0.625,0.6829573934837092
0,4,30,40,1000,0.575,0.5363408521303258
0,4,30,40,1000,0.625,0.6979166666666667
0,4,30,40,1000,0.625,0.5656565656565656
0,4,30,40,1000,0.75,0.6000000000000001
0,4,30,40,1000,0.85,0.698005698005698
0,4,30,40,1000,0.675,0.644110275689223
0,4,30,40,1000,0.675,0.547979797979798
0,4,40,40,1000,0.625,0.6662404092071611
0,4,40,40,1000,0.475,0.6641604010025062
0,4,40,40,1000,0.675,0.68796992481203
0,4,40,40,1000,0.575,0.6654135338345865
0,4,40,40,1000,0.875,0.7291666666666667
0,4,40,40,1000,0.675,0.6944444444444444
0,4,40,40,1000,0.775,0.675
0,4,40,40,1000,0.8,0.7564102564102564
0,4,40,40,1000,0.575,0.575187969924812
0,4,40,40,1000,0.65,0.6111111111111112
0,4,50,40,1000,0.6,0.7084398976982097
0,4,50,40,1000,0.475,0.6353383458646616
0,4,50,40,1000,0.65,0.7355889724310777
0,4,50,40,1000,0.575,0.7418546365914787
0,4,50,40,1000,0.9,0.71875
0,4,50,40,1000,0.65,0.648989898989899
0,4,50,40,1000,0.8,0.7
0,4,50,40,1000,0.775,0.7364672364672364
0,4,50,40,1000,0.725,0.5726817042606516
0,4,50,40,1000,0.675,0.5833333333333333
0,4,60,40,1000,0.7,0.6496163682864451
0,4,60,40,1000,0.775,0.6804511278195489
0,4,60,40,1000,0.775,0.7355889724310777
0,4,60,40,1000,0.575,0.7255639097744361
0,4,60,40,1000,0.9,0.6875
0,4,60,40,1000,0.675,0.648989898989899
0,4,60,40,1000,0.825,0.675
0,4,60,40,1000,0.8,0.7008547008547008
0,4,60,40,1000,0.725,0.6704260651629073
0,4,60,40,1000,0.675,0.5833333333333333
0,4,70,40,1000,0.65,0.6790281329923273
0,4,70,40,1000,0.8,0.7781954887218046
0,4,70,40,1000,0.8,0.7518796992481203
0,4,70,40,1000,0.575,0.7756892230576441
0,4,70,40,1000,0.9,0.6875
0,4,70,40,1000,0.625,0.648989898989899
0,4,70,40,1000,0.8,0.65
0,4,70,40,1000,0.775,0.7378917378917379
0,4,70,40,1000,0.725,0.6203007518796992
0,4,70,40,1000,0.675,0.6338383838383839
0,4,12,10,1000,0.7,0.2
0,4,12,10,1000,0.7,0.4583333333333333
