1.000000000000000000e+00,3.200000000000000067e-02,2.869999999999999774e-01,2.000000000000000042e-03,0.000000000000000000e+00,8.890000000000000124e-01,7.000000000000000146e-03,2.599999999999999881e-02,1.019999999999999934e-01,2.640000000000000124e-01,2.790000000000000258e-01,6.000000000000000125e-03
3.200000000000000067e-02,1.000000000000000000e+00,8.999999999999999320e-03,4.000000000000000083e-03,2.000000000000000042e-03,8.200000000000000344e-02,1.499999999999999944e-02,1.000000000000000021e-02,0.000000000000000000e+00,2.000000000000000042e-02,1.299999999999999940e-02,3.000000000000000062e-03
2.869999999999999774e-01,8.999999999999999320e-03,1.000000000000000000e+00,2.699999999999999969e-02,1.200000000000000025e-02,3.689999999999999947e-01,1.869999999999999996e-01,1.200000000000000025e-02,2.400000000000000050e-02,1.650000000000000078e-01,8.699999999999999400e-02,2.699999999999999969e-02
2.000000000000000042e-03,4.000000000000000083e-03,2.699999999999999969e-02,1.000000000000000000e+00,2.500000000000000000e-01,8.000000000000000167e-03,2.000000000000000042e-02,5.000000000000000104e-03,1.799999999999999864e-02,8.100000000000000255e-02,0.000000000000000000e+00,2.199999999999999872e-02
0.000000000000000000e+00,2.000000000000000042e-03,1.200000000000000025e-02,2.500000000000000000e-01,1.000000000000000000e+00,1.000000000000000021e-03,1.000000000000000056e-01,0.000000000000000000e+00,4.000000000000000083e-02,2.000000000000000042e-03,0.000000000000000000e+00,2.500000000000000139e-02
8.890000000000000124e-01,8.200000000000000344e-02,3.689999999999999947e-01,8.000000000000000167e-03,1.000000000000000021e-03,1.000000000000000000e+00,6.000000000000000125e-03,5.700000000000000205e-02,9.500000000000000111e-02,4.520000000000000129e-01,1.670000000000000095e-01,1.200000000000000025e-02
7.000000000000000146e-03,1.499999999999999944e-02,1.869999999999999996e-01,2.000000000000000042e-02,1.000000000000000056e-01,6.000000000000000125e-03,1.000000000000000000e+00,6.000000000000000125e-03,9.400000000000000022e-02,1.000000000000000021e-03,2.299999999999999961e-02,1.960000000000000075e-01
2.599999999999999881e-02,1.000000000000000021e-02,1.200000000000000025e-02,5.000000000000000104e-03,0.000000000000000000e+00,5.700000000000000205e-02,6.000000000000000125e-03,1.000000000000000000e+00,2.999999999999999889e-02,1.409999999999999865e-01,6.000000000000000125e-03,2.100000000000000130e-02
1.019999999999999934e-01,0.000000000000000000e+00,2.400000000000000050e-02,1.799999999999999864e-02,4.000000000000000083e-02,9.500000000000000111e-02,9.400000000000000022e-02,2.999999999999999889e-02,1.000000000000000000e+00,7.499999999999999722e-02,8.999999999999999320e-03,8.000000000000000167e-03
2.640000000000000124e-01,2.000000000000000042e-02,1.650000000000000078e-01,8.100000000000000255e-02,2.000000000000000042e-03,4.520000000000000129e-01,1.000000000000000021e-03,1.409999999999999865e-01,7.499999999999999722e-02,1.000000000000000000e+00,5.800000000000000294e-02,1.160000000000000059e-01
2.790000000000000258e-01,1.299999999999999940e-02,8.699999999999999400e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.670000000000000095e-01,2.299999999999999961e-02,6.000000000000000125e-03,8.999999999999999320e-03,5.800000000000000294e-02,1.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000125e-03,3.000000000000000062e-03,2.699999999999999969e-02,2.199999999999999872e-02,2.500000000000000139e-02,1.200000000000000025e-02,1.960000000000000075e-01,2.100000000000000130e-02,8.000000000000000167e-03,1.160000000000000059e-01,0.000000000000000000e+00,1.000000000000000000e+00
